timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,bytes,grpThreads,allThreads,Latency
1448546739834,521,LG G3 16GB Page,200,OK,Thread Group 1-18,text,true,11947,8,8,512
1448546739979,649,ListingPage,200,OK,Thread Group 1-15,text,true,10279,8,8,648
1448546739936,699,ListingPage,200,OK,Thread Group 1-16,text,true,10279,8,8,698
1448546740209,463,ListingFilterPAge,200,OK,Thread Group 1-20,text,true,1888,8,8,463
1448546740111,562,LG G3 16GB Page,200,OK,Thread Group 1-19,text,true,11947,8,8,561
1448546740147,529,HomePage,200,OK,Thread Group 1-13,text,true,9322,8,8,528
1448546740175,548,LG G3 16GB Page,200,OK,Thread Group 1-14,text,true,11947,8,8,541
1448546740131,638,ListingPage,200,OK,Thread Group 1-17,text,true,10279,8,8,637
1448546740359,496,HomePage,200,OK,Thread Group 1-18,text,true,9322,8,8,495
1448546740772,402,ListingFilterPAge,200,OK,Thread Group 1-17,text,true,1888,8,8,402
1448546740634,573,ListingFilterPAge,200,OK,Thread Group 1-15,text,true,1888,8,8,573
1448546740739,483,HomePage,200,OK,Thread Group 1-14,text,true,9322,8,8,482
1448546740719,521,ListingFilterPAge,200,OK,Thread Group 1-16,text,true,1888,8,8,521
1448546740720,535,HomePage,200,OK,Thread Group 1-19,text,true,9322,8,8,534
1448546740719,620,ListingPage,200,OK,Thread Group 1-13,text,true,10279,8,8,619
1448546740858,592,ListingPage,200,OK,Thread Group 1-18,text,true,10279,8,8,591
1448546740719,735,LG G3 16GB Page,200,OK,Thread Group 1-20,text,true,11947,8,8,734
1448546741455,250,ListingFilterPAge,200,OK,Thread Group 1-18,text,false,20627,8,8,195
1448546741230,502,LG G3 16GB Page,200,OK,Thread Group 1-15,text,true,11947,8,8,502
1448546741342,389,ListingFilterPAge,200,OK,Thread Group 1-13,text,true,1888,8,8,389
1448546741177,572,LG G3 16GB Page,200,OK,Thread Group 1-17,text,true,11947,8,8,569
1448546741243,537,LG G3 16GB Page,200,OK,Thread Group 1-16,text,true,11947,8,8,535
1448546741258,579,ListingPage,200,OK,Thread Group 1-19,text,true,10279,8,8,578
1448546741229,641,ListingPage,200,OK,Thread Group 1-14,text,true,10279,8,8,640
1448546741457,619,HomePage,200,OK,Thread Group 1-20,text,true,9322,9,9,617
1448546741840,807,ListingFilterPAge,200,OK,Thread Group 1-19,text,true,1888,9,9,807
1448546741873,789,ListingFilterPAge,200,OK,Thread Group 1-14,text,true,1888,9,9,789
1448546741751,949,HomePage,200,OK,Thread Group 1-15,text,true,9322,9,9,949
1448546741755,1022,HomePage,200,OK,Thread Group 1-17,text,true,9322,9,9,1019
1448546741753,1042,LG G3 16GB Page,200,OK,Thread Group 1-13,text,true,11947,9,9,1040
1448546741783,1018,HomePage,200,OK,Thread Group 1-16,text,true,9322,8,8,1017
1448546741708,1249,LG G3 16GB Page,200,OK,Thread Group 1-18,text,true,11947,8,8,1248
1448546742006,1056,HomePage,200,OK,Thread Group 1-21,text,true,9322,8,8,1055
1448546742089,1256,ListingPage,200,OK,Thread Group 1-20,text,true,10279,8,8,1247
1448546742691,719,LG G3 16GB Page,200,OK,Thread Group 1-14,text,true,11947,8,8,717
1448546742651,766,LG G3 16GB Page,200,OK,Thread Group 1-19,text,true,11947,8,8,764
1448546742961,510,HomePage,200,OK,Thread Group 1-18,text,true,9322,8,8,509
1448546742704,779,ListingPage,200,OK,Thread Group 1-15,text,true,10279,8,8,776
1448546742806,704,ListingPage,200,OK,Thread Group 1-16,text,true,10279,8,8,704
1448546742781,835,ListingPage,200,OK,Thread Group 1-17,text,true,10279,8,8,834
1448546743067,587,ListingPage,200,OK,Thread Group 1-21,text,true,10279,8,8,586
1448546743350,339,ListingFilterPAge,200,OK,Thread Group 1-20,text,true,1888,8,8,339
1448546743486,372,ListingFilterPAge,200,OK,Thread Group 1-15,text,true,1888,8,8,371
1448546743413,450,HomePage,200,OK,Thread Group 1-14,text,true,9322,8,8,449
1448546743421,446,HomePage,200,OK,Thread Group 1-19,text,true,9322,8,8,444
1448546743529,348,ListingFilterPAge,200,OK,Thread Group 1-16,text,true,1888,8,8,348
1448546743620,342,ListingFilterPAge,200,OK,Thread Group 1-17,text,true,1888,8,8,341
1448546743474,533,ListingPage,200,OK,Thread Group 1-18,text,true,10279,8,8,531
1448546743658,354,ListingFilterPAge,200,OK,Thread Group 1-21,text,true,1888,8,8,354
1448546743692,501,LG G3 16GB Page,200,OK,Thread Group 1-20,text,true,11947,8,8,500
1448546743863,658,LG G3 16GB Page,200,OK,Thread Group 1-15,text,true,11947,8,8,657
1448546743912,679,LG G3 16GB Page,200,OK,Thread Group 1-16,text,true,11947,8,8,679
1448546743965,717,LG G3 16GB Page,200,OK,Thread Group 1-17,text,true,11947,8,8,714
1448546744010,746,ListingFilterPAge,200,OK,Thread Group 1-18,text,true,1888,8,8,745
1448546743911,852,ListingPage,200,OK,Thread Group 1-14,text,true,10279,8,8,836
1448546743912,868,ListingPage,200,OK,Thread Group 1-19,text,true,10279,8,8,865
1448546744015,794,LG G3 16GB Page,200,OK,Thread Group 1-21,text,true,11947,8,8,793
1448546744197,974,HomePage,200,OK,Thread Group 1-20,text,true,9322,9,9,972
1448546744526,731,HomePage,200,OK,Thread Group 1-15,text,true,9322,9,9,730
1448546744766,626,ListingFilterPAge,200,OK,Thread Group 1-14,text,true,1888,9,9,625
1448546744685,942,HomePage,200,OK,Thread Group 1-17,text,true,9322,9,9,941
1448546744597,1041,HomePage,200,OK,Thread Group 1-16,text,true,9322,9,9,1041
1448546744784,860,ListingFilterPAge,200,OK,Thread Group 1-19,text,true,1888,9,9,860
1448546744758,954,LG G3 16GB Page,200,OK,Thread Group 1-18,text,true,11947,9,9,952
1448546744813,944,HomePage,200,OK,Thread Group 1-21,text,true,9322,9,9,944
1448546745007,903,HomePage,200,OK,Thread Group 1-22,text,true,9322,9,9,902
1448546745260,971,ListingPage,200,OK,Thread Group 1-15,text,true,10279,9,9,966
1448546745395,855,LG G3 16GB Page,200,OK,Thread Group 1-14,text,true,11947,9,9,855
1448546745176,1130,ListingPage,200,OK,Thread Group 1-20,text,true,10279,8,8,1104
1448546745716,603,HomePage,200,OK,Thread Group 1-18,text,true,9322,8,8,600
1448546745646,694,LG G3 16GB Page,200,OK,Thread Group 1-19,text,true,11947,8,8,692
1448546745631,837,ListingPage,200,OK,Thread Group 1-17,text,true,10279,8,8,833
1448546745645,929,ListingPage,200,OK,Thread Group 1-16,text,true,10279,8,8,927
1448546746234,415,ListingFilterPAge,200,OK,Thread Group 1-15,text,true,1888,8,8,415
1448546745761,935,ListingPage,200,OK,Thread Group 1-21,text,true,10279,8,8,934
1448546745915,808,ListingPage,200,OK,Thread Group 1-22,text,true,10279,8,8,807
1448546746472,378,ListingFilterPAge,200,OK,Thread Group 1-17,text,true,1888,8,8,378
1448546746343,586,HomePage,200,OK,Thread Group 1-19,text,true,9322,8,8,586
1448546746322,672,ListingPage,200,OK,Thread Group 1-18,text,true,10279,8,8,640
1448546746309,693,ListingFilterPAge,200,OK,Thread Group 1-20,text,true,1888,8,8,693
1448546746578,475,ListingFilterPAge,200,OK,Thread Group 1-16,text,true,1888,8,8,475
1448546746700,445,ListingFilterPAge,200,OK,Thread Group 1-21,text,true,1888,8,8,445
1448546746726,435,ListingFilterPAge,200,OK,Thread Group 1-22,text,true,1888,8,8,435
1448546746653,651,LG G3 16GB Page,200,OK,Thread Group 1-15,text,true,11947,8,8,643
1448546746854,506,LG G3 16GB Page,200,OK,Thread Group 1-17,text,true,11947,8,8,494
1448546746999,378,ListingFilterPAge,200,OK,Thread Group 1-18,text,true,1888,8,8,378
1448546747005,602,LG G3 16GB Page,200,OK,Thread Group 1-20,text,true,11947,8,8,600
1448546747056,554,LG G3 16GB Page,200,OK,Thread Group 1-16,text,true,11947,8,8,552
1448546747148,519,LG G3 16GB Page,200,OK,Thread Group 1-21,text,true,11947,8,8,516
1448546747165,505,LG G3 16GB Page,200,OK,Thread Group 1-22,text,true,11947,8,8,502
1448546746932,845,ListingPage,200,OK,Thread Group 1-19,text,true,10279,8,8,844
1448546747307,475,HomePage,200,OK,Thread Group 1-15,text,true,9322,8,8,473
1448546747365,489,HomePage,200,OK,Thread Group 1-17,text,true,9322,8,8,487
1448546747614,404,HomePage,200,OK,Thread Group 1-20,text,true,9322,9,9,403
1448546747615,440,HomePage,200,OK,Thread Group 1-16,text,true,9322,9,9,440
1448546747412,662,LG G3 16GB Page,200,OK,Thread Group 1-18,text,true,11947,9,9,661
1448546747783,299,ListingFilterPAge,200,OK,Thread Group 1-19,text,true,1888,9,9,299
1448546747672,444,HomePage,200,OK,Thread Group 1-21,text,true,9322,9,9,436
1448546747675,448,HomePage,200,OK,Thread Group 1-22,text,true,9322,9,9,447
1448546747785,471,ListingPage,200,OK,Thread Group 1-15,text,true,10279,9,9,471
1448546748008,424,HomePage,200,OK,Thread Group 1-23,text,true,9322,9,9,423
1448546748077,418,HomePage,200,OK,Thread Group 1-18,text,true,9322,9,9,418
1448546748058,485,ListingPage,200,OK,Thread Group 1-16,text,true,10279,9,9,485
1448546748021,683,ListingPage,200,OK,Thread Group 1-20,text,true,10279,9,9,682
1448546748260,451,ListingFilterPAge,200,OK,Thread Group 1-15,text,true,1888,9,9,451
1448546748084,628,LG G3 16GB Page,200,OK,Thread Group 1-19,text,true,11947,9,9,623
1448546748119,597,ListingPage,200,OK,Thread Group 1-21,text,true,10279,9,9,595
1448546747859,937,ListingPage,200,OK,Thread Group 1-17,text,true,10279,9,9,937
1448546748546,353,ListingFilterPAge,200,OK,Thread Group 1-16,text,true,1888,9,9,353
1448546748126,775,ListingPage,200,OK,Thread Group 1-22,text,true,10279,9,9,774
1448546748437,472,ListingPage,200,OK,Thread Group 1-23,text,true,10279,9,9,471
1448546748713,376,ListingFilterPAge,200,OK,Thread Group 1-20,text,true,1888,9,9,376
1448546748499,626,ListingPage,200,OK,Thread Group 1-18,text,true,10279,9,9,625
1448546748719,421,ListingFilterPAge,200,OK,Thread Group 1-21,text,true,1888,9,9,421
1448546748800,346,ListingFilterPAge,200,OK,Thread Group 1-17,text,true,1888,9,9,346
1448546748717,563,HomePage,200,OK,Thread Group 1-19,text,true,9322,9,9,562
1448546748906,424,ListingFilterPAge,200,OK,Thread Group 1-22,text,true,1888,9,9,424
1448546748902,466,LG G3 16GB Page,200,OK,Thread Group 1-16,text,true,11947,9,9,459
1448546748913,621,ListingFilterPAge,200,OK,Thread Group 1-23,text,true,1888,9,9,621
1448546748715,843,LG G3 16GB Page,200,OK,Thread Group 1-15,text,true,11947,9,9,841
1448546749150,585,ListingFilterPAge,200,OK,Thread Group 1-18,text,true,1888,8,8,585
1448546749150,629,LG G3 16GB Page,200,OK,Thread Group 1-17,text,true,11947,8,8,609
1448546749122,738,LG G3 16GB Page,200,OK,Thread Group 1-20,text,true,11947,8,8,658
1448546749373,515,HomePage,200,OK,Thread Group 1-16,text,true,9322,8,8,514
1448546749151,745,LG G3 16GB Page,200,OK,Thread Group 1-21,text,true,11947,8,8,684
1448546749334,620,LG G3 16GB Page,200,OK,Thread Group 1-22,text,true,11947,8,8,617
1448546749283,707,ListingPage,200,OK,Thread Group 1-19,text,true,10279,8,8,707
1448546749537,522,LG G3 16GB Page,200,OK,Thread Group 1-23,text,true,11947,8,8,518
1448546749740,544,LG G3 16GB Page,200,OK,Thread Group 1-18,text,true,11947,8,8,542
1448546749899,444,HomePage,200,OK,Thread Group 1-21,text,true,9322,8,8,443
1448546749864,491,HomePage,200,OK,Thread Group 1-20,text,true,9322,8,8,491
1448546749786,596,HomePage,200,OK,Thread Group 1-17,text,true,9322,8,8,596
1448546749995,390,ListingFilterPAge,200,OK,Thread Group 1-19,text,true,1888,8,8,390
1448546749958,485,HomePage,200,OK,Thread Group 1-22,text,true,9322,8,8,484
1448546749891,652,ListingPage,200,OK,Thread Group 1-16,text,true,10279,8,8,651
1448546750062,552,HomePage,200,OK,Thread Group 1-23,text,true,9322,8,8,552
1448546750288,453,HomePage,200,OK,Thread Group 1-18,text,true,9322,8,8,452
1448546750387,457,LG G3 16GB Page,200,OK,Thread Group 1-19,text,true,11947,8,8,455
1448546750347,554,ListingPage,200,OK,Thread Group 1-21,text,true,10279,8,8,547
1448546750358,577,ListingPage,200,OK,Thread Group 1-20,text,true,10279,8,8,565
1448546750546,396,ListingFilterPAge,200,OK,Thread Group 1-16,text,true,1888,8,8,396
1448546750385,567,ListingPage,200,OK,Thread Group 1-17,text,true,10279,8,8,567
1448546750448,574,ListingPage,200,OK,Thread Group 1-22,text,true,10279,8,8,550
1448546750619,577,ListingPage,200,OK,Thread Group 1-23,text,true,10279,9,9,576
1448546750747,595,ListingPage,200,OK,Thread Group 1-18,text,true,10279,9,9,594
1448546750938,433,ListingFilterPAge,200,OK,Thread Group 1-20,text,true,1888,9,9,433
1448546750848,533,HomePage,200,OK,Thread Group 1-19,text,true,9322,9,9,526
1448546750955,437,ListingFilterPAge,200,OK,Thread Group 1-17,text,true,1888,9,9,437
1448546751033,380,ListingFilterPAge,200,OK,Thread Group 1-22,text,true,1888,9,9,380
1448546750903,500,ListingFilterPAge,200,OK,Thread Group 1-21,text,true,1888,9,9,500
1448546750944,518,LG G3 16GB Page,200,OK,Thread Group 1-16,text,true,11947,9,9,516
1448546751028,491,HomePage,200,OK,Thread Group 1-24,text,true,9322,8,8,488
1448546751204,381,ListingFilterPAge,200,OK,Thread Group 1-23,text,true,1888,8,8,380
1448546751346,374,ListingFilterPAge,200,OK,Thread Group 1-18,text,true,1888,8,8,374
1448546751376,682,LG G3 16GB Page,200,OK,Thread Group 1-20,text,true,11947,8,8,680
1448546751423,686,LG G3 16GB Page,200,OK,Thread Group 1-17,text,true,11947,8,8,675
1448546751423,692,LG G3 16GB Page,200,OK,Thread Group 1-22,text,true,11947,8,8,690
1448546751423,742,LG G3 16GB Page,200,OK,Thread Group 1-21,text,true,11947,8,8,652
1448546751423,829,ListingPage,200,OK,Thread Group 1-19,text,true,10279,8,8,826
1448546751587,766,LG G3 16GB Page,200,OK,Thread Group 1-23,text,true,11947,8,8,765
1448546751724,855,LG G3 16GB Page,200,OK,Thread Group 1-18,text,true,11947,8,8,848
1448546751522,1060,ListingPage,200,OK,Thread Group 1-24,text,true,10279,8,8,1057
1448546752066,697,HomePage,200,OK,Thread Group 1-20,text,true,9322,8,8,695
1448546752117,716,HomePage,200,OK,Thread Group 1-17,text,true,9322,8,8,712
1448546752169,702,HomePage,200,OK,Thread Group 1-21,text,true,9322,8,8,700
1448546752118,794,HomePage,200,OK,Thread Group 1-22,text,true,9322,8,8,781
1448546752258,746,ListingFilterPAge,200,OK,Thread Group 1-19,text,true,1888,8,8,746
1448546752360,766,HomePage,200,OK,Thread Group 1-23,text,true,9322,8,8,765
1448546752627,631,ListingFilterPAge,200,OK,Thread Group 1-24,text,true,1888,8,8,631
1448546752584,721,HomePage,200,OK,Thread Group 1-18,text,true,9322,8,8,720
1448546752767,760,ListingPage,200,OK,Thread Group 1-20,text,true,10279,8,8,758
1448546753008,660,LG G3 16GB Page,200,OK,Thread Group 1-19,text,true,11947,8,8,603
1448546752836,832,ListingPage,200,OK,Thread Group 1-17,text,true,10279,8,8,819
1448546752915,772,ListingPage,200,OK,Thread Group 1-22,text,true,10279,8,8,771
1448546752875,869,ListingPage,200,OK,Thread Group 1-21,text,true,10279,8,8,794
1448546753262,501,LG G3 16GB Page,200,OK,Thread Group 1-24,text,true,11947,8,8,491
1448546753130,680,ListingPage,200,OK,Thread Group 1-23,text,true,10279,8,8,668
1448546753531,345,ListingFilterPAge,200,OK,Thread Group 1-20,text,true,1888,8,8,345
1448546753310,635,ListingPage,200,OK,Thread Group 1-18,text,true,10279,8,8,633
1448546753712,371,ListingFilterPAge,200,OK,Thread Group 1-17,text,true,1888,9,9,371
1448546753714,410,ListingFilterPAge,200,OK,Thread Group 1-22,text,true,1888,9,9,410
1448546753813,353,ListingFilterPAge,200,OK,Thread Group 1-23,text,true,1888,9,9,352
1448546753672,503,HomePage,200,OK,Thread Group 1-19,text,true,9322,9,9,502
1448546753747,457,ListingFilterPAge,200,OK,Thread Group 1-21,text,true,1888,9,9,457
1448546753766,473,HomePage,200,OK,Thread Group 1-24,text,true,9322,9,9,473
1448546753949,417,ListingFilterPAge,200,OK,Thread Group 1-18,text,true,1888,9,9,417
1448546753880,526,LG G3 16GB Page,200,OK,Thread Group 1-20,text,true,11947,9,9,524
1448546754012,838,HomePage,200,OK,Thread Group 1-25,text,true,9322,9,9,836
1448546754088,893,LG G3 16GB Page,200,OK,Thread Group 1-17,text,true,11947,9,9,892
1448546754127,1016,LG G3 16GB Page,200,OK,Thread Group 1-22,text,true,11947,8,8,1008
1448546754168,1169,LG G3 16GB Page,200,OK,Thread Group 1-23,text,true,11947,8,8,1167
1448546754178,1261,ListingPage,200,OK,Thread Group 1-19,text,true,10279,8,8,1260
1448546754223,1217,LG G3 16GB Page,200,OK,Thread Group 1-21,text,true,11947,8,8,1154
1448546754411,1084,HomePage,200,OK,Thread Group 1-20,text,true,9322,8,8,1084
1448546754370,1144,LG G3 16GB Page,200,OK,Thread Group 1-18,text,true,11947,8,8,1138
1448546754242,1332,ListingPage,200,OK,Thread Group 1-24,text,true,10279,8,8,1332
1448546755147,724,HomePage,200,OK,Thread Group 1-22,text,true,9322,8,8,723
1448546754856,1063,ListingPage,200,OK,Thread Group 1-25,text,true,10279,8,8,1062
1448546755446,588,ListingFilterPAge,200,OK,Thread Group 1-19,text,true,1888,8,8,588
1448546755578,489,ListingFilterPAge,200,OK,Thread Group 1-24,text,true,1888,8,8,489
1448546755343,747,HomePage,200,OK,Thread Group 1-23,text,true,9322,8,8,746
1448546755485,671,HomePage,200,OK,Thread Group 1-21,text,true,9322,8,8,671
1448546755517,678,HomePage,200,OK,Thread Group 1-18,text,true,9322,8,8,678
1448546755498,953,ListingPage,200,OK,Thread Group 1-20,text,true,10279,8,8,952
1448546755923,595,ListingFilterPAge,200,OK,Thread Group 1-25,text,true,1888,8,8,595
1448546756088,581,LG G3 16GB Page,200,OK,Thread Group 1-24,text,true,11947,8,8,525
1448546756092,611,ListingPage,200,OK,Thread Group 1-23,text,true,10279,8,8,610
1448546755874,858,ListingPage,200,OK,Thread Group 1-22,text,true,10279,8,8,857
1448546756159,632,ListingPage,200,OK,Thread Group 1-21,text,true,10279,8,8,632
1448546756199,609,ListingPage,200,OK,Thread Group 1-18,text,true,10279,8,8,608
1448546756042,825,LG G3 16GB Page,200,OK,Thread Group 1-19,text,true,11947,8,8,824
1448546756456,574,ListingFilterPAge,200,OK,Thread Group 1-20,text,true,1888,9,9,574
1448546756713,344,ListingFilterPAge,200,OK,Thread Group 1-23,text,true,1888,9,9,343
1448546756760,383,ListingFilterPAge,200,OK,Thread Group 1-22,text,true,1888,9,9,383
1448546756816,441,ListingFilterPAge,200,OK,Thread Group 1-18,text,true,1888,9,9,441
1448546756800,458,ListingFilterPAge,200,OK,Thread Group 1-21,text,true,1888,9,9,458
1448546756682,600,HomePage,200,OK,Thread Group 1-24,text,true,9322,9,9,600
1448546756522,799,LG G3 16GB Page,200,OK,Thread Group 1-25,text,true,11947,9,9,798
1448546756880,498,HomePage,200,OK,Thread Group 1-19,text,true,9322,9,9,497
1448546757013,602,HomePage,200,OK,Thread Group 1-26,text,true,9322,9,9,602
1448546757073,557,LG G3 16GB Page,200,OK,Thread Group 1-23,text,true,11947,9,9,551
1448546757153,540,LG G3 16GB Page,200,OK,Thread Group 1-22,text,true,11947,9,9,538
1448546757046,678,LG G3 16GB Page,200,OK,Thread Group 1-20,text,true,11947,9,9,673
1448546757284,547,LG G3 16GB Page,200,OK,Thread Group 1-21,text,true,11947,9,9,545
1448546757333,582,HomePage,200,OK,Thread Group 1-25,text,true,9322,9,9,582
1448546757270,653,LG G3 16GB Page,200,OK,Thread Group 1-18,text,true,11947,9,9,651
1448546757390,624,ListingPage,200,OK,Thread Group 1-19,text,true,10279,8,8,622
1448546757645,571,HomePage,200,OK,Thread Group 1-23,text,true,9322,8,8,570
1448546757713,590,HomePage,200,OK,Thread Group 1-22,text,true,9322,8,8,589
1448546757297,1017,ListingPage,200,OK,Thread Group 1-24,text,true,10279,8,8,1016
1448546757633,703,ListingPage,200,OK,Thread Group 1-26,text,true,10279,8,8,703
1448546757736,608,HomePage,200,OK,Thread Group 1-20,text,true,9322,8,8,607
1448546757850,550,HomePage,200,OK,Thread Group 1-21,text,true,9322,8,8,550
1448546758032,371,ListingFilterPAge,200,OK,Thread Group 1-19,text,true,1888,8,8,371
1448546757935,695,ListingPage,200,OK,Thread Group 1-25,text,true,10279,8,8,694
1448546758348,423,ListingFilterPAge,200,OK,Thread Group 1-26,text,true,1888,8,8,423
1448546758332,440,ListingFilterPAge,200,OK,Thread Group 1-24,text,true,1888,8,8,440
1448546758229,645,ListingPage,200,OK,Thread Group 1-23,text,true,10279,8,8,644
1448546758359,614,ListingPage,200,OK,Thread Group 1-20,text,true,10279,8,8,613
1448546758320,657,ListingPage,200,OK,Thread Group 1-22,text,true,10279,8,8,655
1448546758646,389,ListingFilterPAge,200,OK,Thread Group 1-25,text,true,1888,8,8,389
1448546758412,623,ListingPage,200,OK,Thread Group 1-21,text,true,10279,8,8,621
1448546758878,340,ListingFilterPAge,200,OK,Thread Group 1-23,text,true,1888,8,8,340
1448546758424,836,LG G3 16GB Page,200,OK,Thread Group 1-19,text,true,11947,8,8,833
1448546758791,516,LG G3 16GB Page,200,OK,Thread Group 1-26,text,true,11947,8,8,512
1448546758805,509,LG G3 16GB Page,200,OK,Thread Group 1-24,text,true,11947,8,8,503
1448546758976,388,ListingFilterPAge,200,OK,Thread Group 1-20,text,true,1888,8,8,388
1448546758979,388,ListingFilterPAge,200,OK,Thread Group 1-22,text,true,1888,8,8,388
1448546759041,341,ListingFilterPAge,200,OK,Thread Group 1-21,text,true,1888,8,8,341
1448546759041,441,LG G3 16GB Page,200,OK,Thread Group 1-25,text,true,11947,8,8,436
1448546759264,518,HomePage,200,OK,Thread Group 1-19,text,true,9322,8,8,517
1448546759312,500,HomePage,200,OK,Thread Group 1-26,text,true,9322,8,8,499
1448546759223,621,LG G3 16GB Page,200,OK,Thread Group 1-23,text,true,11947,8,8,620
1448546759367,514,LG G3 16GB Page,200,OK,Thread Group 1-20,text,true,11947,8,8,513
1448546759385,500,LG G3 16GB Page,200,OK,Thread Group 1-21,text,true,11947,8,8,499
1448546759319,573,HomePage,200,OK,Thread Group 1-24,text,true,9322,8,8,572
1448546759487,507,HomePage,200,OK,Thread Group 1-25,text,true,9322,8,8,505
1448546759370,867,LG G3 16GB Page,200,OK,Thread Group 1-22,text,true,11947,9,9,864
1448546759886,664,HomePage,200,OK,Thread Group 1-20,text,true,9322,9,9,661
1448546759893,689,HomePage,200,OK,Thread Group 1-21,text,true,9322,9,9,688
1448546759848,739,HomePage,200,OK,Thread Group 1-23,text,true,9322,9,9,738
1448546760009,605,HomePage,200,OK,Thread Group 1-27,text,true,9322,9,9,605
1448546759788,848,ListingPage,200,OK,Thread Group 1-19,text,true,10279,9,9,848
1448546759817,859,ListingPage,200,OK,Thread Group 1-26,text,true,10279,9,9,856
1448546760274,505,HomePage,200,OK,Thread Group 1-22,text,true,9322,9,9,500
1448546759999,806,ListingPage,200,OK,Thread Group 1-25,text,true,10279,9,9,805
1448546759895,959,ListingPage,200,OK,Thread Group 1-24,text,true,10279,9,9,889
1448546760640,414,ListingFilterPAge,200,OK,Thread Group 1-19,text,true,1888,9,9,414
1448546760680,471,ListingFilterPAge,200,OK,Thread Group 1-26,text,true,1888,9,9,470
1448546760555,594,ListingPage,200,OK,Thread Group 1-20,text,true,10279,9,9,593
1448546760592,600,ListingPage,200,OK,Thread Group 1-23,text,true,10279,9,9,560
1448546760618,635,ListingPage,200,OK,Thread Group 1-27,text,true,10279,9,9,634
1448546760808,444,ListingFilterPAge,200,OK,Thread Group 1-25,text,true,1888,9,9,444
1448546760857,409,ListingFilterPAge,200,OK,Thread Group 1-24,text,true,1888,9,9,409
1448546760589,689,ListingPage,200,OK,Thread Group 1-21,text,true,10279,9,9,674
1448546760785,590,ListingPage,200,OK,Thread Group 1-22,text,true,10279,9,9,590
1448546761058,432,LG G3 16GB Page,200,OK,Thread Group 1-19,text,true,11947,9,9,415
1448546761196,308,ListingFilterPAge,200,OK,Thread Group 1-23,text,true,1888,8,8,308
1448546761156,351,ListingFilterPAge,200,OK,Thread Group 1-20,text,true,1888,8,8,351
1448546761258,363,ListingFilterPAge,200,OK,Thread Group 1-27,text,true,1888,8,8,363
1448546761156,464,LG G3 16GB Page,200,OK,Thread Group 1-26,text,true,11947,8,8,454
1448546761282,374,ListingFilterPAge,200,OK,Thread Group 1-21,text,true,1888,8,8,374
1448546761378,313,ListingFilterPAge,200,OK,Thread Group 1-22,text,true,1888,8,8,313
1448546761263,497,LG G3 16GB Page,200,OK,Thread Group 1-25,text,true,11947,8,8,496
1448546761270,495,LG G3 16GB Page,200,OK,Thread Group 1-24,text,true,11947,8,8,493
1448546761509,848,LG G3 16GB Page,200,OK,Thread Group 1-23,text,true,11947,8,8,847
1448546761511,887,LG G3 16GB Page,200,OK,Thread Group 1-20,text,true,11947,8,8,866
1448546761771,826,HomePage,200,OK,Thread Group 1-24,text,true,9322,8,8,826
1448546761765,854,HomePage,200,OK,Thread Group 1-25,text,true,9322,8,8,853
1448546761694,947,LG G3 16GB Page,200,OK,Thread Group 1-22,text,true,11947,8,8,927
1448546761630,1042,HomePage,200,OK,Thread Group 1-26,text,true,9322,8,8,1041
1448546761629,1043,LG G3 16GB Page,200,OK,Thread Group 1-27,text,true,11947,8,8,951
1448546761659,1034,LG G3 16GB Page,200,OK,Thread Group 1-21,text,true,11947,8,8,927
1448546762403,754,HomePage,200,OK,Thread Group 1-20,text,true,9322,9,9,754
1448546762362,806,HomePage,200,OK,Thread Group 1-23,text,true,9322,9,9,803
1448546762646,639,HomePage,200,OK,Thread Group 1-22,text,true,9322,9,9,639
1448546762677,643,HomePage,200,OK,Thread Group 1-27,text,true,9322,9,9,642
1448546762624,757,ListingPage,200,OK,Thread Group 1-25,text,true,10279,9,9,755
1448546762602,795,ListingPage,200,OK,Thread Group 1-24,text,true,10279,9,9,793
1448546762697,719,HomePage,200,OK,Thread Group 1-21,text,true,9322,9,9,712
1448546762678,742,ListingPage,200,OK,Thread Group 1-26,text,true,10279,9,9,738
1448546763024,579,HomePage,200,OK,Thread Group 1-28,text,true,9322,9,9,578
1448546763168,576,ListingPage,200,OK,Thread Group 1-20,text,true,10279,9,9,573
1448546763172,600,ListingPage,200,OK,Thread Group 1-23,text,true,10279,9,9,598
1448546763388,397,ListingFilterPAge,200,OK,Thread Group 1-25,text,true,1888,9,9,397
1448546763423,377,ListingFilterPAge,200,OK,Thread Group 1-26,text,true,1888,9,9,377
1448546763403,396,ListingFilterPAge,200,OK,Thread Group 1-24,text,true,1888,9,9,396
1448546763290,602,ListingPage,200,OK,Thread Group 1-22,text,true,10279,9,9,597
1448546763325,656,ListingPage,200,OK,Thread Group 1-27,text,true,10279,9,9,599
1448546763421,560,ListingPage,200,OK,Thread Group 1-21,text,true,10279,9,9,559
1448546763786,223,ListingFilterPAge,200,OK,Thread Group 1-23,text,false,20627,9,9,165
1448546763834,262,LG G3 16GB Page,200,OK,Thread Group 1-26,text,false,20627,9,9,208
1448546763834,264,LG G3 16GB Page,200,OK,Thread Group 1-25,text,false,20627,9,9,220
1448546763786,326,ListingFilterPAge,200,OK,Thread Group 1-20,text,true,1888,9,9,325
1448546763608,664,ListingPage,200,OK,Thread Group 1-28,text,true,10279,9,9,658
1448546763895,402,ListingFilterPAge,200,OK,Thread Group 1-22,text,true,1888,9,9,402
