timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,grpThreads,allThreads,Latency
1448546770017,425,HomePage,200,OK,Thread Group 1-28,text,true,,9322,7,7,424
1448546770207,400,HomePage,200,OK,Thread Group 1-27,text,true,,9322,7,7,400
1448546770345,431,HomePage,200,OK,Thread Group 1-30,text,true,,9322,7,7,430
1448546770825,484,HomePage,200,OK,Thread Group 1-25,text,true,,9322,7,7,484
1448546770945,458,HomePage,200,OK,Thread Group 1-29,text,true,,9322,7,7,457
1448546771021,431,HomePage,200,OK,Thread Group 1-26,text,true,,9322,7,7,431
1448546771281,478,HomePage,200,OK,Thread Group 1-24,text,true,,9322,7,7,477
1448546771421,486,HomePage,200,OK,Thread Group 1-28,text,true,,9322,7,7,485
1448546771598,726,HomePage,200,OK,Thread Group 1-27,text,true,,9322,8,8,723
1448546772016,574,HomePage,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-31,text,false,"Test failed: text expected to contain /<a href=""/"">Online Cep Merkezi</a>/",2567,11,11,0
1448546771771,846,HomePage,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-30,text,false,"Test failed: text expected to contain /<a href=""/"">Online Cep Merkezi</a>/",2567,9,9,0
1448547005562,648,HomePage,200,OK,Thread Group 1-7,text,false,"Test failed: text expected to contain /<a href=""/"">Online Cep Merkezi</a>/",20627,10,10,600
1448547005762,949,HomePage,200,OK,Thread Group 1-9,text,true,,9322,10,10,947
1448547005554,1201,HomePage,200,OK,Thread Group 1-5,text,true,,9322,10,10,1201
1448547005554,1219,HomePage,200,OK,Thread Group 1-4,text,true,,9322,10,10,1219
1448547005861,1015,HomePage,200,OK,Thread Group 1-10,text,true,,9322,10,10,1013
1448547005554,1408,HomePage,200,OK,Thread Group 1-2,text,true,,9322,10,10,1407
1448547005554,1426,HomePage,200,OK,Thread Group 1-6,text,true,,9322,10,10,1425
1448547005554,1583,HomePage,200,OK,Thread Group 1-3,text,true,,9322,10,10,1582
1448547005554,1651,HomePage,200,OK,Thread Group 1-1,text,true,,9322,10,10,1650
1448547005662,1702,HomePage,200,OK,Thread Group 1-8,text,true,,9322,10,10,1699
1448547007939,536,HomePage,200,OK,Thread Group 1-7,text,true,,9322,10,10,535
1448547008029,491,HomePage,200,OK,Thread Group 1-9,text,true,,9322,10,10,490
1448547008070,488,HomePage,200,OK,Thread Group 1-4,text,true,,9322,10,10,487
1448547008250,453,HomePage,200,OK,Thread Group 1-10,text,true,,9322,10,10,452
1448547008118,594,HomePage,200,OK,Thread Group 1-5,text,true,,9322,10,10,593
1448547008267,754,HomePage,200,OK,Thread Group 1-2,text,true,,9322,10,10,754
1448547008542,555,HomePage,200,OK,Thread Group 1-6,text,true,,9322,10,10,554
1448547008478,634,HomePage,200,OK,Thread Group 1-3,text,true,,9322,10,10,630
1448547008585,661,HomePage,200,OK,Thread Group 1-1,text,true,,9322,10,10,660
1448547009054,581,HomePage,200,OK,Thread Group 1-8,text,true,,9322,10,10,581
1448547009814,460,HomePage,200,OK,Thread Group 1-9,text,true,,9322,10,10,451
1448547009781,555,HomePage,200,OK,Thread Group 1-7,text,true,,9322,10,10,554
1448547009900,495,HomePage,200,OK,Thread Group 1-4,text,true,,9322,10,10,494
1448547010018,510,HomePage,200,OK,Thread Group 1-10,text,true,,9322,10,10,508
1448547010078,536,HomePage,200,OK,Thread Group 1-5,text,true,,9322,10,10,535
1448547010386,557,HomePage,200,OK,Thread Group 1-6,text,true,,9322,10,10,553
1448547010428,562,HomePage,200,OK,Thread Group 1-1,text,true,,9322,10,10,561
1448547010359,638,HomePage,200,OK,Thread Group 1-2,text,true,,9322,10,10,638
1448547010474,549,HomePage,200,OK,Thread Group 1-3,text,true,,9322,10,10,548
1448547010992,576,HomePage,200,OK,Thread Group 1-8,text,true,,9322,10,10,575
1448547011502,701,HomePage,200,OK,Thread Group 1-9,text,true,,9322,10,10,700
1448547011646,752,HomePage,200,OK,Thread Group 1-4,text,true,,9322,10,10,751
1448547011629,782,HomePage,200,OK,Thread Group 1-7,text,true,,9322,10,10,781
1448547011867,705,HomePage,200,OK,Thread Group 1-10,text,true,,9322,10,10,705
1448547011960,672,HomePage,200,OK,Thread Group 1-5,text,true,,9322,10,10,670
1448547012488,773,HomePage,200,OK,Thread Group 1-2,text,true,,9322,10,10,773
1448547012511,872,HomePage,200,OK,Thread Group 1-1,text,true,,9322,10,10,872
1448547012610,942,HomePage,200,OK,Thread Group 1-3,text,true,,9322,10,10,934
1448547012598,995,HomePage,200,OK,Thread Group 1-6,text,true,,9322,10,10,993
1448547013047,859,HomePage,200,OK,Thread Group 1-8,text,true,,9322,10,10,858
1448547014139,570,HomePage,200,OK,Thread Group 1-9,text,true,,9322,10,10,560
1448547014155,648,HomePage,200,OK,Thread Group 1-7,text,true,,9322,10,10,623
1448547014193,729,HomePage,200,OK,Thread Group 1-5,text,true,,9322,10,10,720
1448547014148,820,HomePage,200,OK,Thread Group 1-4,text,true,,9322,10,10,819
1448547014255,772,HomePage,200,OK,Thread Group 1-10,text,true,,9322,10,10,760
